ID,logID,byWho,comment,commentDate,deleted,response,responseDate
1578,1497,alisaad.ki,please clarify through a layout ,3/20/2014,0,,
1579,774,abdelkhalek.ma,the project was cancel,3/20/2014,0,,
1580,616,abdelkhalek.ma, didn't receive the close out yet ,3/20/2014,0,,
1581,1495,aly.hs,Add design details & (Sizes And draw my design ),3/20/2014,0,,
1582,954,barakat.t,This CM needs a pemit ,3/23/2014,0,,
1583,616,abdelkhalek.ma, didn't receive the close out yet ,3/23/2014,0,,
1584,902,abdelkhalek.ma,still the validation didnt approved yet,3/23/2014,0,,
1585,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,3/23/2014,0,,
1586,1132,abdelkhalek.ma,follow up complete,3/23/2014,0,,
1587,988,abdelkhalek.ma,still i didn't approve the protocol,3/23/2014,0,,
1588,902,abdelkhalek.ma,still the validation didnt approved yet,3/23/2014,0,,
1589,1423,abdelkhalek.ma,still the validation didnt approve,3/23/2014,0,,
1590,988,abdelkhalek.ma,still i didn't approve the protocol,3/23/2014,0,,
1591,643,abdelkhalek.ma,still the project not completed,3/23/2014,0,,
1592,774,abdelkhalek.ma,the project was cancel,3/23/2014,0,,
1593,1410,abdelkhalek.ma,still the project not done ,3/23/2014,0,,
1594,1259,abdelkhalek.ma,i didn't receive the validation,3/23/2014,0,,
1595,1087,mahmoud.a,please send me the items below,3/24/2014,0,,
1596,1423,mahmoud.a,please send me the items below ,3/24/2014,0,,
1597,1018,mahmoud.a,please send me the items below ,3/24/2014,0,,
1598,1058,mahmoud.a,please send me the items below ,3/24/2014,0,,
1599,320,mahmoud.a,please send me the items below ,3/24/2014,0,,
1600,1059,mahmoud.a,please send me the items below ,3/24/2014,0,,
1601,1209,mahmoud.a,please send me the items below ,3/24/2014,0,,
1602,635,mahmoud.a,please send me the items below ,3/24/2014,0,,
1603,1092,mahmoud.a,please send me the items below ,3/24/2014,0,,
1604,789,mahmoud.a,please send me the items below ,3/24/2014,0,,
1605,1072,mahmoud.a,please send me the items below ,3/24/2014,0,,
1606,1182,mahmoud.a,please send me the items below ,3/24/2014,0,,
1607,1464,mahmoud.a,please send me the items below ,3/24/2014,0,,
1608,1451,elsisy.aa,the expired date is 01-OCT-2017,3/25/2014,0,,
1609,1410,abdelkhalek.ma,still the validation didnt approved yet,3/25/2014,0,,
1610,348,abdelkhalek.ma,the system not finish yet and have more trouble ,3/25/2014,0,,
1611,454,abdelkhalek.ma,where is the P&E approval ,3/25/2014,0,,
1612,643,abdelkhalek.ma,still the project not completed,3/25/2014,0,,
1613,1423,abdelkhalek.ma,still the validation didnt approve,3/25/2014,0,,
1614,1438,abdelkhalek.ma,still the project didn't finish,3/25/2014,0,,
1615,988,abdelkhalek.ma,still i didn't approve the protocol,3/25/2014,0,,
1616,1198,alisaad.ki,still the project not completed,3/25/2014,0,,
1617,616,abdelkhalek.ma,follow up complete ,3/25/2014,0,,
1618,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,3/25/2014,0,,
1619,1441,elsisy.aa,valed untell 4-2018.,3/25/2014,0,,
1620,1286,aly.hs,Add details of the machine & attach  Catalog  And select a time for preview,3/25/2014,0,,
1621,1286,abdelkhalek.ma,i didn't approve any SOP,3/25/2014,0,,
1622,1491,abdelkhalek.ma,still the validation didnt approve,3/26/2014,0,,
1623,1410,abdelkhalek.ma,still the validation didnt approved yet,3/27/2014,0,,
1624,1438,abdelkhalek.ma,still the project didn't finish,3/27/2014,0,,
1625,454,abdelkhalek.ma,where is the P&E approval ,3/27/2014,0,,
1626,643,abdelkhalek.ma,still the project not completed,3/27/2014,0,,
1627,1424,abdelkhalek.ma,still i didn't approve protocol ,3/27/2014,0,,
1628,1491,abdelkhalek.ma,still the validation didnt approved yet,3/30/2014,0,,
1629,1410,abdelkhalek.ma,still the validation didnt approved yet,3/30/2014,0,,
1630,1424,abdelkhalek.ma,still i didn't approve protocol ,3/30/2014,0,,
1631,1438,abdelkhalek.ma,still the project didn't finish,3/30/2014,0,,
1632,988,abdelkhalek.ma,still i didn't approve the protocol,3/30/2014,0,,
1633,1198,abdelkhalek.ma,still the project not completed,3/30/2014,0,,
1634,643,abdelkhalek.ma,still the project not completed,3/30/2014,0,,
1635,1424,abdelkhalek.ma,still i didn't approve protocol ,3/30/2014,0,,
1636,1407,abdelkhalek.ma,i didn't receive any SOP,3/30/2014,0,,
1637,1424,abdelkhalek.ma,still i didn't approve protocol ,3/30/2014,0,,
1638,454,abdelkhalek.ma,where is the P&E approval ,3/30/2014,0,,
1639,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,3/30/2014,0,,
1640,1227,abdelkhalek.ma,still the validation didnt approve,3/30/2014,0,,
1641,1233,abdelkhalek.ma,still the validation didnt approve,3/30/2014,0,,
1642,1514,abouzyed.ms,please provide the Data sheet of the sky light material to ckeck the melting point.,3/31/2014,0,,
1643,1240,aly.hs,Should be have Electrical design ,4/1/2014,0,,
1644,1410,abdelkhalek.ma,still the validation didnt approved yet,4/1/2014,0,,
1645,1491,abdelkhalek.ma,still the validation didnt approved yet,4/1/2014,0,,
1646,1424,abdelkhalek.ma,still i didn't approve protocol ,4/1/2014,0,,
1647,1407,abdelkhalek.ma,still i didn't approve protocol ,4/1/2014,0,,
1648,988,abdelkhalek.ma,still i didn't approve the protocol,4/1/2014,0,,
1649,1514,abdelkhalek.ma,i need more clarification about the place and how you can isolate the project area than the rest of WH ,4/1/2014,0,,
1650,1438,abdelkhalek.ma,still the project didn't finish,4/1/2014,0,,
1651,1198,abdelkhalek.ma,still the project not completed,4/1/2014,0,,
1652,454,abdelkhalek.ma,where is the P&E approval ,4/1/2014,0,,
1653,1453,abdelkhalek.ma,i didn't received any SOP ,4/1/2014,0,,
1654,643,abdelkhalek.ma,still i didnt approve the protocol,4/1/2014,0,,
1655,755,abouzyed.ms,this change not competed till now 2-4-2014 ..... please change the status.,4/2/2014,0,,
1656,1424,abdelkhalek.ma,still i didn't approve protocol ,4/2/2014,0,,
1657,1438,abdelkhalek.ma,still the project didn't finish,4/2/2014,0,,
1658,1453,abdelkhalek.ma,i didn't received any SOP ,4/2/2014,0,,
1659,1198,abdelkhalek.ma,still the project not completed,4/2/2014,0,,
1660,643,abdelkhalek.ma,still i didnt approve the protocol,4/2/2014,0,,
1661,1514,abdelkhalek.ma,i need more clarification about the place and how you can isolate the project area than the rest of WH ,4/2/2014,0,,
1662,1438,abdelkhalek.ma,still the project didn't finish,4/3/2014,0,,
1663,1491,abdelkhalek.ma,still the validation didnt approved yet,4/3/2014,0,,
1664,1453,abdelkhalek.ma,i didn't received any SOP ,4/3/2014,0,,
1665,616,abdelkhalek.ma,follow up complete ,4/3/2014,0,,
1666,643,abdelkhalek.ma,still i didnt approve the protocol,4/3/2014,0,,
1667,643,abdelkhalek.ma,still i didnt approve the protocol,4/3/2014,0,,
1668,1514,abdelkhalek.ma,i need more clarification about the place and how you can isolate the project area than the rest of WH ,4/3/2014,0,,
1669,1508,shaker.mm,1- Material of Construction of the strainer should be inert to caustic soda,4/5/2014,0,,
1670,1508,shaker.mm,2- Flowmeter Calibration after fixing the strainer,4/5/2014,0,,
1671,1508,shaker.mm,3- Update SOP to include the frequncy of checking the stariner and cleaning it and how to clean the stariner,4/5/2014,0,,
1672,1508,shaker.mm,4- Qualifying the affected operators with the SOP,4/5/2014,0,,
1673,1491,abdelkhalek.ma,still the validation didnt approved yet,4/5/2014,0,,
1674,988,abdelkhalek.ma,still i didn't approve the protocol,4/5/2014,0,,
1675,1453,abdelkhalek.ma,i didn't received any SOP ,4/5/2014,0,,
1676,1514,abdelkhalek.ma,i need more clarification about the place and how you can isolate the project area than the rest of WH,4/5/2014,0,,
1677,1500,shaker.mm,Create IQ/OQ/PQ for the new disconnect,4/5/2014,0,,
1678,1500,shaker.mm,Periodic Check that the system is working efficiently,4/5/2014,0,,
1679,1500,shaker.mm,Update SOPs and qualifying the affected operators,4/5/2014,0,,
1680,1501,shaker.mm,Create validation protocol for the trial and approve it from all required parties including QA,4/5/2014,0,,
1681,1501,shaker.mm,Share and approve the final report for each phase before moving to the next phase from all required parties including QA,4/5/2014,0,,
1682,1501,shaker.mm,Validation Protocol should include product disposition and release criteria,4/5/2014,0,,
1683,1501,shaker.mm,In case of trails succeded, we will not move to the trails proposal without alignment with all parties that are involved in this process (QA, WH, MPD, Operation, ...),4/5/2014,0,,
1684,755,elsisy.aa,This change is very old with no react of the orgenator.  the input may be defrent now. If you want to proceed, please submit new change.,4/6/2014,0,,
1685,1532,osman.mm,1-How will they stack the cases because there is no space now in the operation to do that.-2-Please provide a drawing for the positions that you will use to stack the cases on the pallet.-3-	How long will you stay using manual stacking inside the operation? And what is the frequency of using manual stacking?-4-In case you have QA alignment for such practice, you need to update PDR to include SPS information so that you stack properly, in addition to update all affected release documents to maintain a proper release process,4/6/2014,0,,
1686,1531,abdelhakem.ae,We can't use this butterfly valve instead of the current pinch valve,4/7/2014,0,,
1687,1491,abdelkhalek.ma,still the validation didnt approved yet,4/7/2014,0,,
1688,902,abdelkhalek.ma,still the validation didnt approved yet,4/7/2014,0,,
1689,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,4/7/2014,0,,
1690,1439,abdelhakem.ae,which material will be replaced?,4/7/2014,0,Sicly perfume will be replaced,4/10/2014
1691,1146,abdelkhalek.ma,still the validation didnt approved yet,4/7/2014,0,,
1692,1132,abdelkhalek.ma,follow up complete,4/7/2014,0,,
1693,348,abdelkhalek.ma,the system not finish yet and have more trouble ,4/7/2014,0,,
1694,643,abdelkhalek.ma,still i didnt approve the protocol,4/7/2014,0,,
1695,1491,abdelkhalek.ma,still the validation didnt approved yet,4/8/2014,0,,
1696,902,abdelkhalek.ma,follow up completed,4/8/2014,0,,
1697,643,abdelkhalek.ma,still i didnt approve the protocol,4/8/2014,0,,
1698,1227,abdelkhalek.ma,still the validation didnt approved yet,4/9/2014,0,,
1699,1491,abdelkhalek.ma,still the validation didnt approved yet,4/10/2014,0,,
1700,774,abdelkhalek.ma,the project was cancel,4/10/2014,0,,
1701,454,abdelkhalek.ma,where is the P&E approval ,4/10/2014,0,,
1702,1548,abdelazez.n,we need mor information ,4/10/2014,0,,
1703,1552,shaker.mm,Please provide more details about the scope and the drawing/layout of the tacometer on the line and manual of the equipment (tacometer),4/10/2014,0,,
1704,1321,halawa.f,This change was created since 07/12/2013 and passed the reviewing duration (48hr ) as per stander, also it was constructed in Feb, 2014 i.e about two and half months after creation the CMR.,4/12/2014,0,,
1705,1135,osman.mm,Would you please share with me the QA requirements status to provide the QA final clearance?,4/13/2014,0,,
1706,1491,abdelkhalek.ma,still the validation didnt approved yet,4/15/2014,0,,
1707,1561,abouzyed.ms,the storage area must be equipped with Sprinkler system ,4/22/2014,0,,
1708,1146,abdelkhalek.ma,still the validation didnt approved yet,4/22/2014,0,,
1709,902,abdelkhalek.ma,follow up completed,4/22/2014,0,,
1710,643,abdelkhalek.ma,still i didnt approve the protocol,4/22/2014,0,,
1711,1491,abdelkhalek.ma,still the validation didnt approved yet,4/22/2014,0,,
1712,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,4/22/2014,0,,
1713,1227,abdelkhalek.ma,still the validation didnt approved yet,4/22/2014,0,,
1714,454,abdelkhalek.ma,where is the P&E approval ,4/22/2014,0,,
1715,774,abdelkhalek.ma,the project was cancel,4/22/2014,0,,
1716,616,abdelkhalek.ma,follow up complete ,4/22/2014,0,,
1717,1438,abdelkhalek.ma,still the project didn't finish,4/22/2014,0,,
1718,1132,abdelkhalek.ma,follow up complete,4/22/2014,0,,
1719,348,abdelkhalek.ma,the system not finish yet and have more trouble ,4/22/2014,0,,
1720,1530,abdelkhalek.ma,i didnt recieved any SOP ,4/22/2014,0,,
1721,1565,barakat.t,please need to know if there any new construction outside the current building,4/23/2014,0,,
1722,1540,osman.mm,we need to meet for more clarifications,4/23/2014,0,,
1723,1491,abdelkhalek.ma,still the validation didnt approved yet,4/24/2014,0,,
1724,1530,abdelkhalek.ma,i didnt recieved any SOP ,4/24/2014,0,,
1725,348,abdelkhalek.ma,the system not finish yet and have more trouble ,4/24/2014,0,,
1726,695,abdelkhalek.ma,still the project not done ,4/24/2014,0,,
1727,774,abdelkhalek.ma,the project was cancel,4/24/2014,0,,
1728,695,abouzyed.ms,this CMR is not compeleted yet,4/26/2014,0,,
1729,1149,abouzyed.ms,this CM not compeleted yet ,4/28/2014,0,,
1730,1558,elsisy.aa,I need to get the SDS to approve chemical clearance.,4/28/2014,0,,
1731,1491,abdelkhalek.ma,still the validation didnt approved yet,4/28/2014,0,,
1732,1530,abdelkhalek.ma,i didnt recieved any SOP ,4/28/2014,0,,
1733,902,abdelkhalek.ma,follow up completed,4/28/2014,0,,
1734,1132,abdelkhalek.ma,follow up complete,4/28/2014,0,,
1735,1198,abdelkhalek.ma,still the project not completed,4/28/2014,0,,
1736,643,abdelkhalek.ma,i approved the Protocol but still the close out not approved and the project not finished,4/28/2014,0,,
1737,695,abdelkhalek.ma,still the project not done ,4/28/2014,0,,
1738,1558,abdelkhalek.ma,i need more information about the project , which place ???,4/28/2014,0,,
1739,1578,abdelkhalek.ma,i need more clarification , what the activities will be done ? ,4/28/2014,0,,
1740,695,abouzyed.ms,the project not done yet,4/28/2014,0,,
1741,695,abouzyed.ms,the project not done yet ( 28-4-2014 ),4/28/2014,0,,
1742,720,abouzyed.ms,fire protection requirment not done yet,4/28/2014,0,,
1743,720,abouzyed.ms,fire protection requirment not done yet ( 28-4-2014),4/28/2014,0,,
1744,1491,abdelkhalek.ma,still the validation didnt approved yet,4/29/2014,0,,
1745,1530,abdelkhalek.ma,i didnt recieved any SOP ,4/29/2014,0,,
1746,774,abdelkhalek.ma,the project was cancel,4/29/2014,0,,
1747,695,abdelkhalek.ma,still the project not completed ,4/29/2014,0,,
1748,1578,abdelkhalek.ma,i need more clarification , what the activities will be done ? ,4/29/2014,0,,
1749,1574,shaker.mm,Include the inspection records for both outercase and pallets in batch envelop release documents,4/29/2014,0,,
1750,1567,abdelazez.n,we need more clarifications about the pump size and how you will install it...etc in the chang ,4/30/2014,0,,
1751,1586,barakat.t,this CM needs a permit, the design package should be submitted before construction,4/30/2014,0,,
1752,1586,elsisy.aa,%s for the new scrap yard in Dc,4/30/2014,0,,
1753,1530,abdelkhalek.ma,i didnt recieved any SOP ,5/4/2014,0,,
1754,643,abdelkhalek.ma,still the close out not approved,5/5/2014,0,,
1755,1491,abdelkhalek.ma,still the validation didnt approved yet,5/5/2014,0,,
1756,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,5/5/2014,0,,
1757,988,abdelkhalek.ma,still i didn't approve the protocol,5/5/2014,0,,
1758,1530,abdelkhalek.ma,i didnt recieved any SOP ,5/5/2014,0,,
1759,1198,abdelkhalek.ma,still the project not completed,5/5/2014,0,,
1760,1227,abdelkhalek.ma,still the validation didnt approved yet,5/5/2014,0,,
